1.159240E-6	1.914888E+0
1.151491E-6	3.332833E+0
1.142827E-6	4.750701E+0
1.133766E-6	6.168544E+0
1.124455E-6	7.586395E+0
1.114952E-6	9.004285E+0
1.105345E-6	1.042223E+1
1.095757E-6	1.184022E+1
1.086234E-6	1.325815E+1
1.076755E-6	1.467602E+1
1.067304E-6	1.609386E+1
1.057886E-6	1.751163E+1
1.048495E-6	1.892943E+1
1.039121E-6	2.034728E+1
1.029759E-6	2.176523E+1
1.020418E-6	2.318324E+1
1.011137E-6	2.460133E+1
1.001917E-6	2.601931E+1
9.927322E-7	2.743726E+1
9.835845E-7	2.885520E+1
9.744970E-7	3.027319E+1
9.654711E-7	3.169121E+1
9.565068E-7	3.310929E+1
9.476281E-7	3.452745E+1
9.388570E-7	3.594578E+1
9.302111E-7	3.736426E+1
9.216603E-7	3.878283E+1
9.131389E-7	4.020137E+1
9.045913E-7	4.161984E+1
8.960994E-7	4.303830E+1
8.877491E-7	4.445678E+1
8.795169E-7	4.587525E+1
8.713917E-7	4.729384E+1
8.633025E-7	4.871242E+1
8.551825E-7	5.013102E+1
8.471586E-7	5.154956E+1
8.392886E-7	5.296806E+1
8.314858E-7	5.438656E+1
8.236572E-7	5.580504E+1
8.158448E-7	5.722350E+1
8.081605E-7	5.864196E+1
8.005987E-7	6.006041E+1
7.931332E-7	6.147888E+1
7.857556E-7	6.289738E+1
7.784602E-7	6.431592E+1
7.712304E-7	6.573446E+1
7.640451E-7	6.715297E+1
7.568762E-7	6.857153E+1
7.497009E-7	6.999012E+1
7.426043E-7	7.140880E+1
7.356727E-7	7.282750E+1
7.288907E-7	7.424628E+1
7.222016E-7	7.566505E+1
7.155705E-7	7.708381E+1
7.089925E-7	7.850249E+1
7.024598E-7	7.992113E+1
6.959755E-7	8.133983E+1
6.895479E-7	8.275865E+1
6.831960E-7	8.417757E+1
6.769339E-7	8.559670E+1
6.707344E-7	8.701595E+1
6.645004E-7	8.843530E+1
6.583268E-7	8.985462E+1
6.523267E-7	9.127395E+1
6.463514E-7	9.269317E+1
6.403554E-7	9.411235E+1
6.344739E-7	9.553150E+1
6.287308E-7	9.695058E+1
6.230693E-7	9.836967E+1
6.174794E-7	9.978876E+1
6.118838E-7	1.012079E+2
6.062503E-7	1.026271E+2
6.006378E-7	1.040463E+2
5.951396E-7	1.054658E+2
5.898161E-7	1.068853E+2
5.844671E-7	1.083049E+2
5.791443E-7	1.097245E+2
5.739658E-7	1.111440E+2
5.687921E-7	1.125636E+2
5.637139E-7	1.139831E+2
5.586670E-7	1.154025E+2
5.536427E-7	1.168218E+2
5.487702E-7	1.182409E+2
5.438863E-7	1.196600E+2
5.389660E-7	1.210790E+2
5.341568E-7	1.224979E+2
5.294698E-7	1.239167E+2
