1.578682E-6	2.226388E+0
1.568737E-6	2.644712E+0
1.558285E-6	3.063039E+0
1.547480E-6	3.481362E+0
1.536424E-6	3.899655E+0
1.525191E-6	4.317946E+0
1.513837E-6	4.736269E+0
1.502404E-6	5.154578E+0
1.490923E-6	5.572897E+0
1.479422E-6	5.991183E+0
1.467923E-6	6.409472E+0
1.456439E-6	6.827775E+0
1.444986E-6	7.246074E+0
1.433578E-6	7.664344E+0
1.422224E-6	8.082622E+0
1.410929E-6	8.500918E+0
1.399703E-6	8.919187E+0
1.388551E-6	9.337471E+0
1.377480E-6	9.755760E+0
1.366495E-6	1.017403E+1
1.355596E-6	1.059229E+1
1.344789E-6	1.101054E+1
1.334074E-6	1.142882E+1
1.323456E-6	1.184707E+1
1.312933E-6	1.226530E+1
1.302512E-6	1.268354E+1
1.292192E-6	1.310180E+1
1.281974E-6	1.352005E+1
1.271860E-6	1.393826E+1
1.261849E-6	1.435646E+1
1.251942E-6	1.477464E+1
1.242140E-6	1.519285E+1
1.232441E-6	1.561106E+1
1.222846E-6	1.602923E+1
1.213354E-6	1.644742E+1
1.203967E-6	1.686561E+1
1.194684E-6	1.728378E+1
1.185504E-6	1.770197E+1
1.176428E-6	1.812015E+1
1.167456E-6	1.853836E+1
1.158586E-6	1.895656E+1
1.149817E-6	1.937477E+1
1.141149E-6	1.979299E+1
1.132582E-6	2.021120E+1
1.124116E-6	2.062942E+1
1.115749E-6	2.104764E+1
1.107480E-6	2.146590E+1
1.099309E-6	2.188413E+1
1.091236E-6	2.230238E+1
1.083259E-6	2.272061E+1
1.075374E-6	2.313885E+1
1.067585E-6	2.355708E+1
1.059889E-6	2.397532E+1
1.052286E-6	2.439353E+1
1.044773E-6	2.481180E+1
1.037352E-6	2.523000E+1
1.030021E-6	2.564821E+1
1.022777E-6	2.606636E+1
1.015620E-6	2.648456E+1
1.008553E-6	2.690277E+1
1.001573E-6	2.732096E+1
9.946775E-7	2.773914E+1
9.878650E-7	2.815731E+1
9.811362E-7	2.857547E+1
9.744908E-7	2.899363E+1
9.679270E-7	2.941179E+1
9.614446E-7	2.982995E+1
9.550410E-7	3.024810E+1
9.487151E-7	3.066623E+1
9.424679E-7	3.108437E+1
9.362984E-7	3.150252E+1
9.302063E-7	3.192064E+1
9.241890E-7	3.233875E+1
9.182469E-7	3.275685E+1
9.123785E-7	3.317498E+1
9.065803E-7	3.359310E+1
9.008528E-7	3.401120E+1
8.951982E-7	3.442932E+1
8.896150E-7	3.484745E+1
8.840997E-7	3.526556E+1
8.786515E-7	3.568367E+1
8.732701E-7	3.610178E+1
8.679571E-7	3.651992E+1
8.627106E-7	3.693805E+1
8.575282E-7	3.735618E+1
8.524099E-7	3.777430E+1
8.473559E-7	3.819242E+1
8.423655E-7	3.861058E+1
8.374384E-7	3.902873E+1
8.325713E-7	3.944688E+1
8.277630E-7	3.986502E+1
8.230147E-7	4.028315E+1
8.183247E-7	4.070126E+1
8.136927E-7	4.111939E+1
8.091171E-7	4.153751E+1
8.045980E-7	4.195561E+1
8.001342E-7	4.237372E+1
7.957260E-7	4.279180E+1
7.913741E-7	4.320989E+1
7.870768E-7	4.362797E+1
7.828315E-7	4.404604E+1
7.786375E-7	4.446411E+1
7.744957E-7	4.488217E+1
7.704063E-7	4.530022E+1
7.663690E-7	4.571826E+1
7.623807E-7	4.613628E+1
7.584389E-7	4.655432E+1
7.545455E-7	4.697237E+1
7.507026E-7	4.739038E+1
7.469057E-7	4.780841E+1
7.431531E-7	4.822640E+1
7.394478E-7	4.864441E+1
7.357894E-7	4.906240E+1
7.321760E-7	4.948041E+1
7.286065E-7	4.989839E+1
7.250806E-7	5.031637E+1
7.215972E-7	5.073436E+1
7.181572E-7	5.115235E+1
7.147593E-7	5.157034E+1
7.114027E-7	5.198832E+1
