1.607634E-5 1.650872E+0
1.596204E-5 2.013316E+0
1.582083E-5 2.375740E+0
1.566143E-5 2.738154E+0
1.548971E-5 3.100534E+0
1.530971E-5 3.462906E+0
1.512426E-5 3.825249E+0
1.493537E-5 4.187624E+0
1.474446E-5 4.549968E+0
1.455258E-5 4.912278E+0
1.436049E-5 5.274576E+0
1.416771E-5 6.019213E+0
1.397485E-5 6.381480E+0
1.378343E-5 6.743695E+0
1.359362E-5 7.105881E+0
1.340557E-5 7.468056E+0
1.321940E-5 7.830216E+0
1.303519E-5 8.192361E+0
1.285301E-5 8.554527E+0
1.267290E-5 8.916660E+0
1.249490E-5 9.278807E+0
1.231903E-5 9.640912E+0
1.214533E-5 1.000300E+1
1.197380E-5 1.036513E+1
1.180444E-5 1.072725E+1
1.163726E-5 1.108938E+1
1.147226E-5 1.145149E+1
1.130943E-5 1.181361E+1
1.114875E-5 1.217572E+1
1.099021E-5 1.253786E+1
1.083382E-5 1.289999E+1
1.067955E-5 1.326212E+1
1.052738E-5 1.362427E+1
1.037730E-5 1.398640E+1
1.022929E-5 1.434857E+1
1.008333E-5 1.471076E+1
9.939404E-6 1.507296E+1
9.797490E-6 1.543517E+1
9.657567E-6 1.579739E+1
9.519612E-6 1.615958E+1
9.383602E-6 1.652181E+1
9.249518E-6 1.688405E+1
9.117338E-6 1.724631E+1
8.987039E-6 1.760857E+1
8.858599E-6 1.797082E+1
8.731997E-6 1.833310E+1
8.607208E-6 1.869541E+1
8.484209E-6 1.905770E+1
8.362981E-6 1.942004E+1
8.243501E-6 1.978234E+1
8.125745E-6 2.014465E+1
8.009692E-6 2.050698E+1
7.895317E-6 2.086935E+1
7.782596E-6 2.123170E+1
7.671514E-6 2.159406E+1
7.562049E-6 2.195640E+1
7.454173E-6 2.231873E+1
7.347867E-6 2.268108E+1
7.243114E-6 2.304343E+1
7.139896E-6 2.340579E+1
7.038186E-6 2.376813E+1
6.937956E-6 2.413047E+1
6.839194E-6 2.449283E+1
6.741880E-6 2.485519E+1
6.645993E-6 2.521754E+1
6.551512E-6 2.557988E+1
6.458419E-6 2.594216E+1
6.366697E-6 2.630448E+1
6.276320E-6 2.666678E+1
6.187272E-6 2.702909E+1
6.099538E-6 2.739139E+1
6.013095E-6 2.775367E+1
5.927924E-6 2.811592E+1
5.844011E-6 2.847818E+1
5.761341E-6 2.884043E+1
5.679889E-6 2.920270E+1
5.599636E-6 2.956492E+1
5.520569E-6 2.992714E+1
5.442671E-6 3.028937E+1
5.365920E-6 3.065156E+1
5.290306E-6 3.101377E+1
5.215817E-6 3.137597E+1
5.142429E-6 3.173813E+1
5.070127E-6 3.210028E+1
4.998897E-6 3.246242E+1
4.928726E-6 3.282456E+1
4.859590E-6 3.318669E+1
4.791472E-6 3.354881E+1
4.724363E-6 3.391091E+1
4.658253E-6 3.427295E+1
4.593125E-6 3.463506E+1
4.528961E-6 3.499716E+1
4.465754E-6 3.535927E+1
4.403487E-6 3.572139E+1
4.342142E-6 3.608347E+1
4.281708E-6 3.646568E+1
4.222169E-6 3.682777E+1
4.163514E-6 3.718989E+1
4.105736E-6 3.755200E+1
4.048816E-6 3.791415E+1
3.992737E-6 3.827626E+1
3.937487E-6 3.863837E+1
3.883063E-6 3.900051E+1
3.829452E-6 3.936264E+1
3.776638E-6 3.972481E+1
3.724607E-6 4.008695E+1
3.673348E-6 4.044913E+1
3.622854E-6 4.081131E+1
3.573110E-6 4.117352E+1
3.524107E-6 4.153572E+1
3.475831E-6 4.189796E+1
3.428269E-6 4.226016E+1
3.381416E-6 4.262240E+1
3.335259E-6 4.298463E+1
3.289791E-6 4.334688E+1
3.245001E-6 4.370913E+1
3.200878E-6 4.407137E+1
3.157410E-6 4.443363E+1
3.114584E-6 4.479589E+1
3.072395E-6 4.515815E+1
3.030836E-6 4.552041E+1
2.989893E-6 4.588267E+1
2.949555E-6 4.624491E+1
2.909821E-6 4.660719E+1
2.870684E-6 4.696947E+1
2.832134E-6 4.733178E+1
2.794151E-6 4.769406E+1
2.756727E-6 4.805634E+1
2.719859E-6 4.841862E+1
2.683539E-6 4.878091E+1
2.647760E-6 4.914320E+1
2.612513E-6 4.950551E+1
2.577795E-6 4.986781E+1
2.543591E-6 5.023010E+1
2.509890E-6 5.059237E+1
2.476690E-6 5.095467E+1
2.443984E-6 5.131697E+1
2.411765E-6 5.167926E+1
2.380027E-6 5.204154E+1
2.348761E-6 5.240381E+1
2.317959E-6 5.276612E+1
2.287611E-6 5.312844E+1
2.257714E-6 5.349074E+1
2.228264E-6 5.385304E+1
2.199249E-6 5.421533E+1
2.170663E-6 5.457761E+1
2.142506E-6 5.493989E+1
2.114767E-6 5.530219E+1
2.087433E-6 5.566449E+1
2.060505E-6 5.602674E+1
2.033980E-6 5.638899E+1
2.007846E-6 5.675126E+1
1.982098E-6 5.711352E+1
1.956733E-6 5.747577E+1
1.931743E-6 5.783804E+1
1.907123E-6 5.820029E+1
1.882873E-6 5.856254E+1
1.858981E-6 5.892482E+1
1.835437E-6 5.928709E+1
1.812242E-6 5.964935E+1
1.789392E-6 6.001162E+1
1.766882E-6 6.037390E+1
1.744708E-6 6.073619E+1
1.722859E-6 6.109850E+1
1.701333E-6 6.146081E+1
1.680129E-6 6.182312E+1
1.659236E-6 6.218541E+1
1.638651E-6 6.254770E+1
1.618373E-6 6.291006E+1
1.598396E-6 6.327240E+1
1.578711E-6 6.363476E+1
1.559314E-6 6.399709E+1
1.540204E-6 6.435946E+1
1.521376E-6 6.472183E+1
1.502825E-6 6.508420E+1
1.484545E-6 6.544660E+1
1.466537E-6 6.580899E+1
1.448798E-6 6.617138E+1
1.431317E-6 6.653377E+1
1.414092E-6 6.689619E+1
1.397124E-6 6.725859E+1
1.380407E-6 6.762099E+1
1.363936E-6 6.798338E+1
1.347705E-6 6.834577E+1
1.331712E-6 6.870816E+1
1.315956E-6 6.907056E+1
1.300432E-6 6.943298E+1
1.285136E-6 6.979535E+1
1.270066E-6 7.015773E+1
1.255215E-6 7.052009E+1
1.240583E-6 7.088249E+1
1.226166E-6 7.124488E+1
1.211958E-6 7.160727E+1
1.197958E-6 7.196965E+1
1.184166E-6 7.233203E+1
1.170574E-6 7.269437E+1
1.157180E-6 7.305675E+1
1.143986E-6 7.341913E+1
1.130984E-6 7.378152E+1
1.118171E-6 7.414392E+1
1.105545E-6 7.450631E+1
1.093104E-6 7.486874E+1
1.080845E-6 7.523117E+1
1.068768E-6 7.559358E+1
1.056869E-6 7.595600E+1
1.045140E-6 7.631842E+1
1.033584E-6 7.668081E+1
1.022197E-6 7.704323E+1
1.010974E-6 7.740566E+1
9.999127E-7 7.776807E+1
9.890092E-7 7.813048E+1
9.782642E-7 7.849290E+1
9.676772E-7 7.885531E+1
9.572463E-7 7.921773E+1
9.469672E-7 7.958017E+1
9.368344E-7 7.994258E+1
9.268469E-7 8.030500E+1
9.170051E-7 8.066741E+1
9.073081E-7 8.102984E+1
8.977528E-7 8.139225E+1
8.883371E-7 8.175469E+1
8.790593E-7 8.211709E+1
8.699144E-7 8.247948E+1
8.609004E-7 8.284187E+1
8.520185E-7 8.320427E+1
8.432674E-7 8.356665E+1
8.346401E-7 8.392903E+1
8.261370E-7 8.429137E+1
8.177596E-7 8.465370E+1
8.094973E-7 8.501602E+1
8.013497E-7 8.537836E+1
7.933231E-7 8.574066E+1
7.854148E-7 8.610296E+1
7.776190E-7 8.646524E+1
7.699370E-7 8.682750E+1
7.623654E-7 8.718975E+1
7.549028E-7 8.755202E+1
7.475537E-7 8.791430E+1
7.403082E-7 8.827656E+1
7.331578E-7 8.863881E+1
7.261108E-7 8.900102E+1
7.191716E-7 8.936322E+1
